Title,Author,Date,Rating
FALSE: Ibinasura na ng Comelec ang disqualification case laban kay Marcos Jr.,Author not found,2022-02-07,FALSE
FALSE: Pinarangalan ng Gawad Alab Haraya ng NCCA si Marcos Jr.,Author not found,2022-03-23,FALSE
FALSE: Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',Author not found,2019-02-15,FALSE
FACT CHECK: Text Poll Repeats False Claim That QC Gov't Purchased Overpriced Food Packs,Jezreel Ines,2022-02-14,MISLEADING
FACT CHECK: Elon Musk's Neuralink hasn't started human trial for brain implants,Author not found,2023-06-12,FALSE
FACT CHECK: Duterte Didn't Start Mindanao Peace Process As Claimed By Moreno,Marc Jayson Cayabyab,2022-02-28,MISLEADING
FALSE: Walang nabawi ang Pilipinas mula sa nakaw na yaman ng mga Marcos,Author not found,2022-02-05,FALSE
FACT CHECK: Doc Willie Ong doesn't endorse Ayurma Healing Oil,Author not found,2024-01-31,FALSE
MISSING CONTEXT: Those who are pro-life shouldn't get the COVID-19 vaccine,Author not found,2022-03-21,MISSING CONTEXT
FALSE: Maaaring madiskalipika ang Leni-Kiko tandem dahil banyaga ang nagpopondo sa kanila,Author not found,2022-03-29,FALSE
MISSING CONTEXT: Territorial disputes not the root cause of Russia's attack on Ukraine,Author not found,2022-02-28,MISSING CONTEXT
FACT CHECK: Report of US surfacing 3 submarines near China is from 2010,Author not found,2024-06-12,MISSING CONTEXT
FALSE: Nilangaw ang rally ni Robredo sa Tagum City,Author not found,2022-04-25,FALSE
Cavite satirically dubbed as one of the 'world's worst provinces to live in',Author not found,2022-10-20,SATIRE
FACT CHECK: Video shows old news on UK ship in South China Sea,Author not found,2023-09-12,FALSE
FALSE: Video of Metro Manila Subway tunnel boring machine,Author not found,2022-06-22,FALSE
FACT CHECK: Hindi naglaho ang Facebook page ng Kabataan Partylist account ni Manuel,Author not found,2023-01-11,FALSE
FACT CHECK: Kuya Kim is still alive,Author not found,2024-06-06,FALSE
FACT CHECK: No DOH bulletin on upper respiratory infection in China,Author not found,2023-01-04,FALSE
FALSE: Isko Moreno is the first to declare excess campaign funds,Author not found,2022-02-04,FALSE
FACT CHECK: TikTok User Spliced Willie Ong's Claim About Vice Presidential Debate,Marc Jayson Cayabyab,2022-03-31,MISLEADING
FACT CHECK: No discount codes for Dior bags at Ayala Center Cebu,Author not found,2024-01-09,FALSE
FALSE: Si Duterte lang ang nakagamit ng pondo ng bansa para sa mga proyekto,Author not found,2023-06-17,FALSE
"FACT CHECK: TikTok Video Showing Duterte Endorsing Marcos As Preferred Successor Is False, Misleading",Katrina Hallare,2022-03-03,MISLEADING
FACT CHECK: Eyes Blue neither endorsed by Doc Willie Ong nor approved by FDA,Author not found,2024-04-26,FALSE
FACT CHECK: 'Military power ranking' didn't show PH higher than China,Author not found,2023-09-29,FALSE
FACT CHECK: Marcos didn't meet Taylor Swift on his official visitÂ to US,Author not found,2023-05-05,FALSE
FACT CHECK: Marcos Wasn't Able To Prove He Was Cheated In The 2016 Vice Presidential Elections,Ralph Edwin Villanueva,2022-03-23,MISLEADING
"FACT CHECK: Walang $300 duodecillion na 'Marcos account' sa World Bank, IMF",Author not found,2023-09-21,FALSE
FACT CHECK: Video does not show PH ships sent to the West Philippine Sea,Author not found,2023-05-23,FALSE
FACT CHECK: Marcos didn't have 50-year gold time deposit,Author not found,2023-04-02,FALSE
FACT CHECK: Filipinos opposed China's reclamation even before Hague ruling,Author not found,2023-08-11,FALSE
FACT CHECK: Mt. Leonard Kniaseff isn't the cause of earthquakes in Davao de Oro,Author not found,2023-03-16,FALSE
Magkaiba ang panukalang Maharlika fund sa naunang bill ni Bam Aquino noong 2016,Author not found,2022-12-09,MISSING CONTEXT
FACT CHECK: Barley Grass Powder ad uses altered photo of Doc Willie Ong,Author not found,2023-09-29,ALTERED
FACT CHECK: Doc Willie Ong ad for heart ailment cure is AI-manipulated,Author not found,2024-05-14,FALSE
FACT CHECK: No reports of LPA turning into super typhoon up until November 16,Author not found,2023-11-16,FALSE
FACT CHECK: Government cash grant not for all Filipino families,Author not found,2023-03-09,FALSE
FACT CHECK: Photo of Renato Reyes still joining rallies under Marcos taken before 2022,Author not found,2023-03-03,FALSE
FALSE: Robredo-Pangilinan tandem tinanggap at ikinatuwa ang pag-endoso ng CPP-NPA-NDF,Author not found,2022-03-16,FALSE
FACT CHECK: Russia gave no helicopters to the Philippines,Author not found,2023-02-16,FALSE
FACT CHECK: No Marcos order banishing Bamban Mayor Alice Guo from PH,Author not found,2024-05-27,FALSE
"FACT CHECK: Dubious photo, details in supposed last will of Ferdinand E. Marcos",Author not found,2023-11-22,FALSE
FACT CHECK: Fake CNN interview of influencer Doc Alvin used in 'joint pain cure' ad,Author not found,2024-02-05,FALSE
FACT CHECK: Investment pledges from Malaysia trip to support PH economy,Author not found,2023-08-04,FALSE
FACT CHECK: Boying Remulla is still DOJ secretary,Author not found,2023-07-10,FALSE
FACT CHECK: Ship sunk in footage is not an illegal Chinese vessel,Author not found,2023-03-03,FALSE
Zudaifu antibacterial cream does not treat skin problems,Author not found,2022-08-03,FALSE
FALSE: Photos showing Putin and Zelenskiy during the 2022 Russia-Ukraine crisis,Author not found,2022-03-10,FALSE
FACT CHECK: Video shows old news on Argentine forces firing at Chinese vessel,Author not found,2023-03-07,FALSE
ALTERED: One-on-one debate nina Marcos at Pacquiao,Author not found,2022-04-26,ALTERED
FALSE: Bidyo ng pagsuporta ng mga aktor at mamamahayag kay Leni Robredo,Author not found,2022-02-17,FALSE
"Several ASEAN leaders, not only Marcos, spoke up on Russia-Ukraine war",Author not found,2022-11-22,FALSE
FALSE: Bumagsak ang net satisfaction rating ni Robredo sa bagong SWS survey,Author not found,2022-03-17,FALSE
FALSE: May naunang asawa si Robredo na miyembro ng NPA,Author not found,2022-03-22,FALSE
FALSE: May gold deposit certificate sina dating pangulong Marcos at Reagan sa Switzerland,Author not found,2023-05-01,FALSE
"FALSE: Mamimigay si Duterte ng P10,000 ayuda bawat pamilya bago bumaba sa puwesto",Author not found,2022-06-15,FALSE
FALSE: Nixon declared in 1973 that the US dollar will no longer be backed by gold,Author not found,2021-04-28,FALSE
FALSE: Binuksan ni Marcos ang mga Swiss bank account bago maging pangulo,Author not found,2021-10-28,FALSE
FACT CHECK: Posts promoting hidden cold springs in Capiz and Iloilo,Author not found,2023-05-11,SATIRE
FALSE: Nagpahayag si Pia Wurtzbach tungkol sa negatibong pangangampanya,Author not found,2022-03-30,FALSE
FALSE: Justice Leonen removed from his post,Author not found,2021-05-20,FALSE
FALSE: Sinabi ni Robredo na dapat handang ikamatay ng libo-libong sundalo ang Scarborough Shoal,Author not found,2022-04-12,FALSE
FACT CHECK: Meralco and Maynilad not under gov't control,Author not found,2023-08-21,FALSE
FACT CHECK: Bongbong Marcos' Wrist Not Slashed As Claimed By A Supporter,Ralph Edwin Villanueva,2022-02-21,FALSE
FACT CHECK: US warship did not destroy Chinese drones in West PH Sea,Author not found,2023-12-19,FALSE
FALSE: Aphelion phenomenon will cause colder weather,Author not found,2022-02-24,FALSE
FACT CHECK: Drag artist Pura Luka Vega is alive,Author not found,2023-09-05,FALSE
"FALSE: Cory Aquino handpicked 48 persons to draft Constitution for business, foreign  interests",Author not found,2022-03-17,FALSE
FALSE: Text blast tungkol sa suporta ni Joma Sison sa kandidatura ni Robredo,Author not found,2022-03-17,FALSE
FACT CHECK: No Marcos order for Sara Duterte to resign,Author not found,2024-06-10,FALSE
"FACT CHECK: Video shows US ship in Mediterranean Sea, not Pag-asa Island",Author not found,2023-07-21,FALSE
FALSE: Sinabi ni Robredo na magkakagulo kung siya'y matatalo sa eleksiyon,Author not found,2022-04-17,FALSE
FALSE: Litrato ng Davao project sa website ng DPWH,Author not found,2022-03-24,FALSE
FALSE: Ivermectin proves to be an effective alternative to the COVID-19 vaccine,Author not found,2022-03-21,FALSE
FACT CHECK: 'Angat Buhay' NGO isn't competing with Marcos administration,Author not found,2023-03-07,FALSE
FACT CHECK: 'Ang Bagong Lipunan' currency series not backed by gold,Author not found,2023-04-05,FALSE
"FACT CHECK: Concurrent livestock, aquaculture expo held even before Marcos",Author not found,2023-07-07,FALSE
FACT CHECK: No US announcement on transfer of Patriot missiles to PH,Author not found,2024-05-13,FALSE
Unibee Lung Support does not treat pneumonia in just 7 days,Author not found,2022-08-04,FALSE
FACT CHECK: France has not delivered free submarines to the Philippines,Author not found,2023-02-16,FALSE
"MISSING CONTEXT: Bongbong, Imelda Marcos acquitted of tax evasion",Author not found,2021-11-30,MISSING CONTEXT
FACT CHECK: P9.8 bilyon lamang ang inulat na naiuwi ni Marcos mula sa Belgium,Author not found,2022-12-21,FALSE
FALSE: Drinking lemon juice and olive oil will help you pass gallstones,Author not found,2022-03-29,FALSE
FALSE: Marcos-Duterte proclamation sa Mandaluyong at Tuguegarao hindi ibinalita ng midya,Author not found,2022-02-15,FALSE
FALSE: Pahayag ng pag-endoso ng isang madre kay Marcos Jr.,Author not found,2022-03-22,FALSE
FACT CHECK: Improved PH passport ranking not due to Duterte's extension of validity period,Author not found,2024-01-26,FALSE
"FALSE: Ayon sa SunStar, lockdown ang Cebu mula Marso 29, 2022",Author not found,2022-03-30,FALSE
"FACT CHECK: Imposible ang 950,000 toneladang nakaw na gintong pinagmulan ng ginto ni Marcos",Author not found,2022-12-25,FALSE
FACT CHECK: ALTERED of Doc Liza Ong used in fake ad for prostate cream,Author not found,2024-02-13,FALSE
"FACT CHECK: No order to seize 'Marcos jewelry' from Kris Aquino, Margarita Cojuangco",Author not found,2023-06-09,FALSE
Magkaiba ang MIAA at NAIA,Author not found,2022-10-31,FALSE
"Laguna Bay solar farm not Asia's largest, not funded via Marcos infra program",Author not found,2022-09-19,FALSE
MANIPULADONG BIDYO: Kinanta ang isang UniTeam chant sa BTS concert,Author not found,2022-03-23,ALTERED
FALSE: Hindi banta sa buhay ang 'red-tagging',Author not found,2022-04-07,FALSE
FALSE: Tinipid sa materyales ang programang pabahay ni Robredo,Author not found,2022-02-09,FALSE
FALSE: Gagawing mall ang UP Diliman sa ilalim ni Marcos,Author not found,2022-05-24,FALSE
FALSE: Nakipagsabwatan ang kampo ni Robredo sa Meta at Twitter laban kay Marcos Jr.,Author not found,2022-03-01,FALSE
FACT CHECK: No US approval yet of HIMARS rocket system sale to PH,Author not found,2023-08-10,FALSE
Marcos Jr. didn't meet Belgian King to withdraw $987 billion,Author not found,2022-12-20,FALSE
FACT CHECK: Ibinalita ang plano ng gobyernong magtayo ng high-rise na pabahay,Author not found,2022-12-19,FALSE
"FALSE: Kaduda-duda ang Pulse Asia survey dahil 2,000 lamang ang respondents",Author not found,2022-02-19,FALSE
"FACT CHECK: Unregistered detox foot soak does not treat arthritis, varicose veins",Author not found,2024-02-27,FALSE
FACT CHECK: US strike group goes to South China Sea for routine training,Author not found,2023-01-26,FALSE
FALSE: Marcoses were not convicted of any charges,Author not found,2020-10-26,FALSE
MISSING CONTEXT: Sinabi ni Robredo na magbibigay siya ng CIA report kay Biden,Author not found,2022-03-29,MISSING CONTEXT
FACT CHECK: Fake ad for 'hypertension cure' uses photos of influencer Doc Alvin,Author not found,2023-10-10,FALSE
FACT CHECK: No Marcos order to sue Hontiveros over 2014 PhilHealth anomalies,Author not found,2023-10-13,FALSE
FACT CHECK: No PH nuclear-powered warship in the West Philippine Sea,Author not found,2023-10-18,FALSE
FACT CHECK: Ayurma Healing Oil not promoted by health TV show,Author not found,2024-02-12,FALSE
FACT CHECK: Doc Willie Ong ad promoting whitening toothpaste is fake,Author not found,2023-07-25,FALSE
FALSE: Hyssop drops can cure multiple eye diseases,Author not found,2022-03-29,FALSE
FACT CHECK: Education subsidy application links not from CHED-UniFAST,Author not found,2023-11-22,FALSE
FACT CHECK: Image of PCG ship armed with 'fire cannons' is AI-generated,Author not found,2024-05-24,SATIRE
"FACT CHECK: Nope, the US didn't give Bell V-280 Valor aircraft as 'pamasko' to PH",Author not found,2022-12-19,FALSE
FACT CHECK: Photo misrepresents Philippine Army tanks supposedly on display in Spain,Author not found,2023-05-02,MISLEADING
NEEDS CONTEXT: Bongbong Marcos Claims He Never Saw Gold In His Life,Marc Jayson Cayabyab,2022-03-16,MISSING CONTEXT
"FACT CHECK: Post Showing Leni Robredo Didn't Know When The Marawi Conflict Happened Is False, Misleading",Katrina Hallare,2022-01-31,MISLEADING
"FACT CHECK: No $1.5-trillion deal signed between PH, Zimbabwe",Author not found,2023-08-16,FALSE
ALTERED: Ipinangako ni Robredo ang isang pamahalaang korap,Author not found,2022-04-18,ALTERED
FACT CHECK: No plans to rename the Philippines,Author not found,2023-09-01,FALSE
ALTERED: Nagbanta ng gulo si Putin sa Filipinas kung manalo si Robredo sa halalan,Author not found,2022-05-04,ALTERED
FALSE: Aatras ang tambalang Lacson-Sotto sa eleksiyon 2022,Author not found,2022-03-22,FALSE
FACT CHECK: Imee Marcos did not send Ilocos electric coop to restore power post-Yolanda,Author not found,2023-11-18,FALSE
FALSE: Ipinagkatiwala ng mga Lopez ang Meralco kay Ferdinand Marcos,Author not found,2022-04-01,FALSE
FACT CHECK: No tropical cyclone Hanna in PH Area of Responsibility so far in August,Author not found,2023-08-16,FALSE
FALSE: Senator Leila de Lima pumanaw na,Author not found,2022-03-19,FALSE
FACT CHECK: China has not given up West Philippine Sea claims,Author not found,2023-11-24,FALSE
"FACT CHECK: OWWA to provide up to P20k livelihood assistance to distressed, displaced OFW members",Author not found,2023-03-14,MISSING CONTEXT
FACT CHECK: Military equipment in photos acquired before Marcos Jr.'s term,Author not found,2023-03-07,FALSE
5 years of separation not ground for annulment,Author not found,2022-11-28,FALSE
FACT CHECK: Unregistered cataract 'cure' not promoted by health TV show,Author not found,2024-02-23,FALSE
FACT CHECK: No reports of PH warship destroying Chinese vessel,Author not found,2023-07-27,FALSE
FACT CHECK: Video of plane emergency landing is just a game,Author not found,2022-12-25,FALSE
FALSE: Singapore refuses to pay loans from PH during Marcos regime,Author not found,2022-01-28,FALSE
"FACT CHECK: Video does not show gov't takeover of Meralco, Maynilad",Author not found,2023-06-12,FALSE
FACT CHECK: Online DSWD page linking to aid form for education is fake,Author not found,2023-07-13,FALSE
FACT CHECK: Padilla not expelled from Senate over alleged info leak,Author not found,2023-11-13,FALSE
"FACT CHECK: 'Di totoong may bagong perang may mukha ni Rizal, tarsier",Author not found,2023-01-16,FALSE
Hindi kaugnay ng 2016 halalan ang pagkakaalis ni Tagle sa pagkapangulo ng Caritas,Author not found,2022-12-13,FALSE
FACT CHECK: Senate followed rules of procedure in Quiboloy case,Author not found,2024-03-27,FALSE
FACT CHECK: DSWD has no program offering 'immediate' cash aid,Author not found,2024-02-13,FALSE
Phyto Plus does not cure psoriasis,Author not found,2022-09-28,FALSE
FALSE: Recording ng meeting ng kampo ni Robredo para sa vote buying,Author not found,2022-03-31,FALSE
FACT CHECK: The Philippines didn't buy an MV-22 Osprey helicopter from the US,Author not found,2023-06-08,FALSE
Nasa pirmahan ng kasunduan pa lang ang programang pabahay ng administrasyong Marcos,Author not found,2022-09-26,FALSE
FACT CHECK: No Marcos-Duterte order for Arnold Clavio to leave the country,Author not found,2024-02-12,FALSE
FACT CHECK: Decommissioned US submarine not in Philippine Sea for maritime operations,Author not found,2024-05-10,FALSE
FACT CHECK: Marcos admin's housing project is not free,Author not found,2023-10-11,FALSE
FACT CHECK: Maharlika fund won't draw from 'Marcos wealth',Author not found,2023-07-02,FALSE
FACT CHECK: Human trial for Elon Musk's Neuralink brain implants yet to start,Author not found,2023-06-26,FALSE
FALSE: Puro kuha sa gabi ang drone shots sa campaign rallies ni Robredo,Author not found,2022-03-22,FALSE
FACT CHECK: The Bible doesn't predict the US' downfall,Author not found,2023-05-02,FALSE
FACT CHECK: Hindi papalitan ang pangalan ng NAIA sa utos ng Pangulo,Author not found,2023-01-26,FALSE
FACT CHECK: Pag-Asa Island won't be used as PH-US military base,Author not found,2023-02-23,FALSE
Napatunayan sa mga kasong naipanalo ng PCGG ang mga nakaw na yaman ng mga Marcos,Author not found,2022-10-09,FALSE
FALSE: Bidyo ng pagsuporta ng Iglesia ni Cristo kay Marcos Jr.,Author not found,2022-02-19,FALSE
FALSE: Robredo is a member of CPP-NPA-NDF,Author not found,2020-12-22,FALSE
FACT CHECK: Job recruitment posts not from PH Coast Guard,Author not found,2024-04-16,FALSE
FACT CHECK: Return to gold standard system not in WEF's 'Great Reset' plan,Author not found,2023-09-05,FALSE
FACT CHECK: No super typhoons have formed in the Philippine Area of Responsibility,Author not found,2023-02-15,FALSE
FACT CHECK: BARMM official's 'hate quote' after MSU bombing is fake,Author not found,2023-12-05,FALSE
FACT CHECK: Walang kasong nakahain laban kay Sara Duterte kaugnay ng confidential funds,Author not found,2023-11-15,FALSE
FACT CHECK: Former ICC prosecutor Fatou Bensouda no longer on US blacklist,Author not found,2023-04-03,FALSE
FALSE: Hawak ng European Dracula Globalist ang CHR at Red Cross,Author not found,2022-05-23,FALSE
FACT CHECK: Jose Mari Chan denies endorsing 'diabetes cure' Golden Insu,Author not found,2023-09-01,FALSE
"FALSE: Sinabi ng Associated Press na 300,000 ang dumalo sa Robredo proclamation rally",Author not found,2022-02-11,FALSE
FACT CHECK: Video shows Marcos' toast remarks at Vin d'Honneur,Author not found,2023-02-02,FALSE
FACT CHECK: Senior high school has not been replaced with mandatory military service,Author not found,2023-05-05,FALSE
FALSE: Retrato ng resulta ng 2022 halalan mula sa Rappler #PHVote microsite,Author not found,2022-05-09,FALSE
FALSE: Tinipid sa materyales ang programang pabahay ni Robredo,Author not found,2022-02-09,FALSE
FACT CHECK: No orders from Marcos expelling Chinese envoy to PH,Author not found,2023-08-21,FALSE
FACT CHECK: No news from PH Navy confirming French submarine acquisition,Author not found,2023-02-03,FALSE
FALSE: Priest's homily in support of BBM-Sara campaign,Author not found,2022-03-09,FALSE
FALSE: Vaccination exposes you to COVID-19 infection,Author not found,2022-03-20,FALSE
FALSE: Pinatunayan ng BSP na nag-imbak ng ginto si Marcos para sa bansa,Author not found,2022-05-02,FALSE
FACT CHECK: Kai Sotto did not sign $2-million contract with Los Angeles Lakers,Author not found,2023-11-03,FALSE
FALSE: Nahuli ng NBI ang planong pandaraya ng Leni-Kiko tandem,Author not found,2022-03-30,FALSE
Most systemic reactions among children reported in a US CDC survey are mild,Author not found,2022-09-09,MISSING CONTEXT
"FACT CHECK: Unregistered eye drug does not cure cataracts, macular degeneration",Author not found,2024-02-06,FALSE
Biden did not go to the Philippines to speak with Marcos,Author not found,2022-09-23,FALSE
FACT CHECK: No reports of PH acquiring German-made frigates,Author not found,2024-05-10,FALSE
FACT CHECK: 'Di pinakamalaking huli ng ilegal na droga ang nasabat ng administrasyong Marcos,Author not found,2022-12-20,FALSE
FACT CHECK: No Super Typhoon Egay has entered PH Area of Responsibility,Author not found,2023-07-17,FALSE
FALSE: Bidyo ng pahayag ni Vice Ganda tungkol sa pag-host ni Toni Gonzaga sa Marcos rally,Author not found,2022-02-12,FALSE
FALSE: Hindi nakipagkalakal sa ibang bansa ang Filipinas mula 1983 hanggang 1986,Author not found,2021-10-14,FALSE
FALSE: Walang basehan ang titulong 'Greatest Robbery of a Government' ni Marcos sa Guinness World Records,Author not found,2022-03-18,FALSE
"FACT CHECK: Cagayan de Oro, Tagoloan not next in line for earthquake",Author not found,2023-03-09,FALSE
FALSE: PNRI reopens nuclear reactor training facility to prepare for Bataan plant revival,Author not found,2022-06-29,FALSE
FALSE:  Sinabi ni Robredo na pababalikin niya sa Pilipinas si Joma Sison,Author not found,2022-03-17,FALSE
FACT CHECK: 3 days of global darkness due to April 8 solar eclipse a hoax â PAGASA,Author not found,2024-04-08,FALSE
FACT CHECK: Ex-president Marcos did not visit South Korea to inaugurate Gyeongbu Expressway,Author not found,2023-05-15,FALSE
"FACT CHECK: Leni, Kiko Proclamation Rally Attendees Did Not Reach 300,000",Romina Marie Cabrera,2022-02-11,FALSE
"FACT CHECK: Video shows Singapore military parade practice, not tanks bought by PH from Israel",Author not found,2023-02-08,FALSE
FALSE: Tumanggi sa interview si VP Leni dahil 'live' ito,Author not found,2022-01-29,FALSE
FALSE: Ninoy Aquino found guilty of treason,Author not found,2021-09-30,FALSE
"DSWD gives aid to students-in-crisis, not allowance for mothers",Author not found,2022-08-24,FALSE
FACT CHECK: US has engaged with other countries besides PH in South China Sea dispute,Author not found,2024-04-18,FALSE
FACT CHECK: No ICC summons issued to ex-President Duterte,Author not found,2023-10-24,FALSE
FACT CHECK: Ibinalita ng mainstream media ang naiuwing $22 bilyong investment ni Marcos Jr.,Author not found,2023-01-09,FALSE
"FACT CHECK: DSWD has no scholarship program with P6,500 cash allowance",Author not found,2023-11-01,FALSE
Noynoy Aquino did not plan to give Bangsamoro to Malaysia,Author not found,2022-08-25,FALSE
FACT CHECK: No Marcos gold account in Indonesia,Author not found,2023-09-08,FALSE
FALSE: Angat Buhay NGO nagbabala sa mga turistang bibisita sa Pilipinas,Author not found,2022-05-31,FALSE
FALSE: GMA nawalan ng P28M nang tumanggi si Marcos Jr. sa Soho interview,Author not found,2022-01-28,FALSE
"FACT CHECK: The government has not announced P10,000 cash aid for every Filipino",Author not found,2023-02-23,FALSE
FACT CHECK: US military ship photo not taken in Palawan,Author not found,2023-01-20,FALSE
FACT CHECK:Â  No prediction of earthquakes happening 'in the coming days',Author not found,2023-05-15,FALSE
FACT CHECK: The PH gov't is not abolishing the Commission on Human Rights,Author not found,2023-03-17,FALSE
FACT CHECK: NEDA won't use 'Marcos World Bank accounts' as collateral for project loans,Author not found,2023-02-06,FALSE
FACT CHECK: Luang Prabang is still a UNESCO World Heritage site,Author not found,2024-01-17,FALSE
FACT CHECK: Cory Aquino administration aware of UNCLOS in 1988,Author not found,2023-07-05,FALSE
"Kris Aquino has shared her medical condition since 2018, even before the 2022 elections",Author not found,2022-09-14,FALSE
FACT CHECK: Ibinalita ng media ang 7.6% GDP growth rate ng Pilipinas,Author not found,2023-02-06,FALSE
FACT CHECK: Leachon didn't endorse osteoarthritis product unregistered with FDA,Author not found,2023-04-05,FALSE
"Putin increased army size to 2.04 million, not 5 million",Author not found,2022-12-15,FALSE
Wala sa teritoryo ng Pilipinas ang Mariana Trench,Author not found,2022-10-21,FALSE
"If Marcos never saw gold, why tell court gold was their source of wealth?",Author not found,2022-03-07,UNAVAILABLE
"Greta Thunberg, in a video message, did not call Marcos Jr. weak",Author not found,2022-10-12,FALSE
FACT CHECK: PH doesn't have enough fighter jets to send 'dozens' to Clark in Pampanga,Author not found,2022-12-26,FALSE
FACT CHECK: Marcos did not withdraw interest from gold deposits in the World Bank,Author not found,2023-05-10,FALSE
FALSE: Nakalutang sa tubig ang mga dumalo sa Robredo-Pangilinan rally sa Butuan,Author not found,2022-04-05,FALSE
FALSE: Pasekretong inendoso ni Leody de Guzman si Marcos Jr.,Author not found,2022-04-08,FALSE
There is no Super Typhoon Gardo that has entered the PH Area of Responsibility,Author not found,2022-08-18,FALSE
